id_talent_req,id_company,nama_perusahaan,alamat_kantor,industri_sektor,nama_pic,no_whatsapp,nama_posisi,jenis_penempatan,headcount,bidang_studi_dibutuhkan,minimum_semester,deskripsi_requirement,working_arrangement,working_arrangement_detail,durasi,renumerasi,request_date,sumber_baris_form
TR3701,C1232,CV Solusi Mandiri,"Jl. Pahlawan No. 143, Yogyakarta",Retail,Qonita Setiawan,081207711137,Visual Merchandiser Intern,Full-time,2,Desain Komunikasi Visual,6,"Menguasai dasar-dasar visual merchandiser intern, komunikasi baik, mampu bekerja dalam tim.",Hybrid,WFO minimal 2 hari per minggu,3 Bulan,Rp 4.500.000/bulan,2023-08-31,Google Form
TR3702,C442,PT Mega Indonesia,"Jl. Urip Sumoharjo No. 43, Surabaya",Kesehatan & Farmasi,Lina Ramadhan,085896309938,Regulatory Affairs Intern,Magang,4,"Farmasi, Ilmu Hukum",5,"Menguasai dasar-dasar regulatory affairs intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"WFO 5 hari, jam kerja fleksibel",6 Bulan,Rp 3.000.000/bulan,2023-11-20,Google Form
TR3703,C429,PT Bangkit Cerdas,"Jl. Kuningan No. 142, Surabaya",E-commerce,Ika Kurniawan,085869562017,Data Analyst,Magang,1,"Manajemen, Informatika",6,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",Hybrid,WFO minimal 2 hari per minggu,3 Bulan,Rp 2.000.000/bulan,2023-08-27,Google Form
TR3704,C941,CV Mandiri Utama,"Jl. Kebon Jeruk No. 135, Bandung",E-commerce,Bunga Ardiansyah,081582354695,Content Writer,Magang,1,"Ilmu Komunikasi, Sastra Inggris",6,"Kemampuan menulis konten yang baik, SEO writing, riset topik.",WFO,"WFO 5 hari, jam kerja fleksibel",3 Bulan,Rp 500.000/bulan,2024-01-10,Email
TR3705,C282,CV Bakti Pratama,"Jl. Thamrin No. 137, Semarang",Teknologi Informasi,Anggi Firmansyah,087703352110,Data Analyst,Magang,5,"Manajemen, Informatika",4,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",Hybrid,"3 hari WFO, 2 hari WFH",3 Bulan,Rp 500.000/bulan,2023-11-20,WhatsApp
TR3706,C1440,CV Mitra Terapan,"Jl. Ahmad Yani No. 11, Yogyakarta",Kesehatan & Farmasi,Tiara Adriansyah,085335847408,Quality Control Staff,Magang,5,"Agroteknologi, Teknik Industri",5,"Memahami quality management system, ISO standards, inspeksi produk.",WFH,"Full remote, standup meeting harian via Zoom",3 Bulan,Rp 3.000.000/bulan,2023-12-07,Google Form
TR3707,C309,PT Abadi Teknologi,"Jl. Ir. Sutami No. 178, Surakarta",Energi & Pertambangan,Vina Lestari,085681792171,Data Analyst,Magang,3,"Informatika, Ekonomi Pembangunan",7,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",Hybrid,"3 hari WFO, 2 hari WFH",4 Bulan,Rp 500.000/bulan,2023-09-12,Input Manual
TR3708,C386,CV Bakti Terapan,"Jl. Pemuda No. 171, Jakarta",E-commerce,Januar Gunawan,085638960028,Product Manager Intern,Magang,1,"Informatika, Manajemen",4,"Menguasai dasar-dasar product manager intern, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"WFO Senin-Rabu, WFH Kamis-Jumat",3 Bulan,Rp 2.500.000/bulan,2023-12-31,Email
TR3709,C1320,CV Inti Indonesia,"Jl. Diponegoro No. 130, Jakarta",Logistik & Supply Chain,Elsa Maulana,082121756269,Supply Chain Analyst,Magang,1,"Manajemen, Teknik Industri",7,"Menguasai supply chain management, Excel, analisis data operasional.",WFO,"WFO 5 hari, jam kerja fleksibel",6 Bulan,Rp 500.000/bulan,2023-10-17,Google Form
TR3710,C1147,PT Cakra Nusantara,"Jl. Braga No. 56, Bandung",Asuransi,Rani Ramadhani,081209688301,Business Analyst,Part-time,1,"Sistem Informasi, Manajemen",5,"Menguasai analisis proses bisnis, SQL, visualisasi data, komunikasi yang baik.",WFO,"Full WFO, shift pagi/siang",4 Bulan,Rp 1.000.000/bulan,2023-09-03,Email
TR3711,C223,PT Bina Bersama,"Jl. Braga No. 46, Bekasi",Manufaktur,Anisa Kurniawan,087848408588,Industrial Engineer Intern,Magang,5,Teknik Industri,6,"Menguasai lean manufacturing, time & motion study, AutoCAD.",Hybrid,"2 hari WFO, 3 hari WFH",3 Bulan,Rp 2.500.000/bulan,2024-01-27,Google Form
TR3712,C1219,CV Techno Utama,"Jl. Thamrin No. 162, Jakarta",Keuangan & Perbankan,Eka Gunawan,083845525274,Accounting Staff,Magang,3,"Akuntansi, Manajemen",5,"Menguasai akuntansi dasar, software akuntansi (MYOB/Accurate), Excel.",Hybrid,"2 hari WFO, 3 hari WFH",3 Bulan,Rp 1.500.000/bulan,2023-10-07,Google Form
TR3713,C818,CV Esa Global,"Jl. Merdeka No. 157, Jakarta",Logistik & Supply Chain,Ulfa Kurniawan,082193913044,Data Entry Operator,Magang,1,"Manajemen, Sistem Informasi",6,"Menguasai dasar-dasar data entry operator, komunikasi baik, mampu bekerja dalam tim.",WFH,"Full WFH, jam kerja fleksibel",6 Bulan,Rp 2.000.000/bulan,2023-11-25,Google Form
TR3714,C372,PT Andalas Konsultan,"Jl. Yos Sudarso No. 27, Surakarta",Otomotif,Budi Kusuma,081306021901,Quality Control Staff,Magang,2,"Farmasi, Teknik Mesin",5,"Memahami quality management system, ISO standards, inspeksi produk.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",6 Bulan,Rp 1.000.000/bulan,2023-10-25,Google Form
TR3715,C1004,PT Graha Systems,"Jl. Braga No. 52, Depok",Agribisnis,Eka Kusuma,085658434566,Quality Control Staff,Magang,5,"Farmasi, Agroteknologi",6,"Memahami quality management system, ISO standards, inspeksi produk.",WFO,"WFO 5 hari, jam kerja fleksibel",4 Bulan,Uang transport saja,2023-10-08,Input Manual
TR3716,C865,CV Esa Kreatif,"Jl. Urip Sumoharjo No. 23, Bandung",Retail,Erlangga Sulistyo,081311319126,Data Analyst,Magang,4,"Ekonomi Pembangunan, Sistem Informasi",7,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",3 Bulan,Non-Paid,2023-09-02,Google Form
TR3717,C885,PT Prima Mandiri,"Jl. Pandanaran No. 172, Depok",Logistik & Supply Chain,Bella Ramadhani,081600024539,Data Entry Operator,Magang,1,"Manajemen, Akuntansi",5,"Menguasai dasar-dasar data entry operator, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"WFO Senin-Rabu, WFH Kamis-Jumat",3 Bulan,Rp 1.000.000/bulan,2023-09-27,Input Manual
TR3718,C675,PT Daya Bangsa,"Jl. Veteran No. 170, Yogyakarta",Travel & Hospitality,Surya Nugraha,085657574942,Content Creator,Magang,2,"Ilmu Komunikasi, Desain Komunikasi Visual",7,"Kreatif, menguasai tools editing foto/video, memahami tren media sosial.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",4 Bulan,Rp 1.000.000/bulan,2023-09-19,Google Form
TR3719,C153,CV Prima Bersama,"Jl. Ir. Sutami No. 60, Malang",Media & Kreatif,Qonita Setiawan,085820643611,Motion Graphic Designer,Magang,4,Desain Komunikasi Visual,4,"Menguasai dasar-dasar motion graphic designer, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"Hybrid fleksibel, minimal 3 hari WFO per minggu",4 Bulan,Rp 1.500.000/bulan,2023-10-15,Google Form
TR3720,C197,PT Graha Pratama,"Jl. Brigjend Katamso No. 161, Yogyakarta",Telekomunikasi,Lutfia Lestari,083816846022,NOC Technician,Magang,2,"Informatika, Teknik Elektro",6,"Menguasai dasar-dasar noc technician, komunikasi baik, mampu bekerja dalam tim.",Hybrid,WFO minimal 2 hari per minggu,4 Bulan,Rp 2.500.000/bulan,2023-12-26,Email
TR3721,C127,PT Nusa Bersama,"Jl. Mangga Dua No. 135, Yogyakarta",Keuangan & Perbankan,Bayu Ramadhani,081631203875,Risk Analyst,Magang,2,"Statistika, Manajemen",4,"Menguasai analisis risiko, statistik, Excel, Python/R untuk modeling.",WFO,"WFO 5 hari, jam kerja fleksibel",6 Bulan,Rp 1.000.000/bulan,2024-01-04,Google Form
TR3722,C084,PT Digital Utama,"Jl. Veteran No. 126, Surabaya",Properti & Konstruksi,Lina Ramadhani,081577901043,Project Coordinator Intern,Full-time,3,"Teknik Sipil, Teknik Industri",5,"Menguasai dasar-dasar project coordinator intern, komunikasi baik, mampu bekerja dalam tim.",WFH,"Full WFH, jam kerja fleksibel",4 Bulan,Rp 4.000.000/bulan,2023-09-18,Google Form
TR3723,C966,PT Perkasa Mandiri,"Jl. Adi Sucipto No. 95, Jakarta",Keuangan & Perbankan,Aditya Pratama,085627558214,IT Staff,Magang,2,"Teknik Elektro, Sistem Informasi",5,"Menguasai dasar-dasar it staff, komunikasi baik, mampu bekerja dalam tim.",WFO,"WFO 5 hari, jam kerja fleksibel",6 Bulan,Uang transport saja,2023-09-16,WhatsApp
TR3724,C398,CV Indo Inovasi,"Jl. Kebon Jeruk No. 163, Surakarta",Otomotif,Julia Ramadhani,085343864908,Quality Control Staff,Magang,5,"Agroteknologi, Farmasi",6,"Memahami quality management system, ISO standards, inspeksi produk.",WFO,"Full WFO, shift pagi/siang",3 Bulan,Uang transport saja,2024-01-22,Google Form
TR3725,C1421,PT Indo Pratama,"Jl. Diponegoro No. 189, Surakarta",Agribisnis,Galih Nugraha,081275087572,Agricultural Engineer Intern,Magang,4,Agroteknologi,4,"Menguasai dasar-dasar agricultural engineer intern, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"WFO Senin-Rabu, WFH Kamis-Jumat",3 Bulan,Rp 1.500.000/bulan,2023-10-11,Google Form
TR3726,C1038,CV Bakti Nusantara,"Jl. MT Haryono No. 65, Jakarta",Otomotif,Julia Safitri,087807988054,Data Analyst,Part-time,1,"Informatika, Statistika",7,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",Hybrid,"WFO Senin-Rabu, WFH Kamis-Jumat",3 Bulan,Rp 2.500.000/bulan,2023-11-27,Google Form
TR3727,C847,PT Prima Gemilang,"Jl. Veteran No. 51, Semarang",Keuangan & Perbankan,Putri Sari,082235384951,Accounting Staff,Part-time,4,"Akuntansi, Manajemen",5,"Menguasai akuntansi dasar, software akuntansi (MYOB/Accurate), Excel.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",Tidak Terbatas,Rp 1.500.000/bulan,2023-12-25,Google Form
TR3728,C287,PT Mitra Systems,"Jl. Brigjend Katamso No. 192, Malang",Energi & Pertambangan,Olivia Firmansyah,085862168936,Environmental Analyst,Part-time,3,"Agroteknologi, Teknik Sipil",5,"Menguasai dasar-dasar environmental analyst, komunikasi baik, mampu bekerja dalam tim.",WFO,"WFO 5 hari, jam kerja fleksibel",4 Bulan,Rp 2.500.000/bulan,2023-11-08,Google Form
TR3729,C468,PT Sinergi Indonesia,"Jl. Dago No. 85, Surakarta",Teknologi Informasi,Hesti Wibowo,082170320931,Backend Developer,Full-time,2,"Informatika, Sistem Informasi",6,"Menguasai Node.js/Python/Java, RESTful API, database SQL/NoSQL, Docker dasar.",Hybrid,"Hybrid fleksibel, minimal 3 hari WFO per minggu",3 Bulan,Rp 3.500.000/bulan,2023-09-06,Google Form
TR3730,C1073,CV Makmur Data,"Jl. Thamrin No. 114, Malang",Otomotif,Vina Maulana,082194203401,Mechanical Engineer Intern,Part-time,5,Teknik Mesin,6,"Menguasai AutoCAD/SolidWorks, material science dasar, manufaktur.",WFH,WFH dengan weekly meeting online,6 Bulan,Rp 1.000.000/bulan,2023-12-14,Google Form
TR3731,C1193,CV Mega Konsultan,"Jl. Veteran No. 7, Jakarta",Asuransi,Cahyo Lestari,087819523782,IT Staff,Part-time,1,"Sistem Informasi, Teknik Elektro",6,"Menguasai dasar-dasar it staff, komunikasi baik, mampu bekerja dalam tim.",WFH,"Full remote, standup meeting harian via Zoom",3 Bulan,Rp 1.500.000/bulan,2023-09-03,Google Form
TR3732,C628,CV Perkasa Konsultan,"Jl. Urip Sumoharjo No. 112, Semarang",Konsultan Manajemen,Budi Ramadhan,081675639836,Research Associate,Magang,3,Teknik Elektro,4,"Menguasai dasar-dasar research associate, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, shift pagi/siang",Tidak Terbatas,Uang transport saja,2023-10-07,Email
TR3733,C1113,PT Media Digital,"Jl. Kuningan No. 56, Jakarta",Konsultan Manajemen,Intan Anggara,085876984803,Research Associate,Magang,1,Farmasi,5,"Menguasai dasar-dasar research associate, komunikasi baik, mampu bekerja dalam tim.",WFH,WFH dengan weekly meeting online,6 Bulan,Rp 2.500.000/bulan,2024-01-10,Google Form
TR3734,C1008,CV Graha Sentosa,"Jl. Dago No. 139, Jakarta",Logistik & Supply Chain,Umar Handoko,085827558264,Business Process Analyst,Part-time,2,"Sistem Informasi, Teknik Industri",5,"Menguasai dasar-dasar business process analyst, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, shift pagi/siang",3 Bulan,Rp 1.000.000/bulan,2023-08-06,Input Manual
TR3735,C676,CV Graha Data,"Jl. Ronggowarsito No. 126, Yogyakarta",Properti & Konstruksi,Arif Safitri,085709600356,Marketing Staff,Full-time,1,"Ilmu Komunikasi, Desain Komunikasi Visual",6,"Menguasai dasar-dasar marketing staff, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",6 Bulan,Rp 3.000.000/bulan,2023-12-22,Google Form
TR3736,C443,PT Indo Utama,"Jl. Pemuda No. 35, Malang",Konsultan Manajemen,Dwi Setiawan,081579128685,Consultant Intern,Magang,4,"Sistem Informasi, Ekonomi Pembangunan",7,"Menguasai dasar-dasar consultant intern, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"2 hari WFO, 3 hari WFH",3 Bulan,Non-Paid,2023-09-18,Google Form
TR3737,C314,CV Indo Gemilang,"Jl. Ir. Sutami No. 86, Bandung",Energi & Pertambangan,Rangga Pratama,081683875562,Data Analyst,Magang,3,"Manajemen, Sistem Informasi",6,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",Hybrid,"2 hari WFO, 3 hari WFH",Tidak Terbatas,Non-Paid,2023-10-24,Google Form
TR3738,C1444,PT Mandiri Teknologi,"Jl. Merdeka No. 132, Surakarta",Teknologi Informasi,Gibran Wijaya,085749560714,Full Stack Developer,Magang,1,"Informatika, Sistem Informasi",4,"Menguasai frontend (React/Vue) dan backend (Node/Python), API integration, database management.",WFO,"WFO 5 hari, jam kerja fleksibel",6 Bulan,Rp 500.000/bulan,2023-10-04,Google Form
TR3739,C1056,PT Cakra Inovasi,"Jl. Diponegoro No. 14, Yogyakarta",Teknologi Informasi,Kartika Anggraeni,087882580962,DevOps Engineer,Full-time,3,"Informatika, Sistem Informasi",5,"Menguasai Linux, Docker, CI/CD, cloud platform, scripting (Bash/Python).",Hybrid,"2 hari WFO, 3 hari WFH",4 Bulan,Rp 4.500.000/bulan,2023-11-14,Input Manual
TR3740,C876,PT Makmur Abadi,"Jl. Brigjend Katamso No. 160, Depok",E-commerce,Rafi Firdaus,082233233210,Business Development Intern,Full-time,2,"Manajemen, Ekonomi Pembangunan",5,"Menguasai dasar-dasar business development intern, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"Hybrid fleksibel, minimal 3 hari WFO per minggu",4 Bulan,Rp 4.500.000/bulan,2023-08-14,Google Form
TR3741,C750,CV Andalas Teknologi,"Jl. Slamet Riyadi No. 9, Bekasi",Manufaktur,Ika Rahmawati,081237337626,Industrial Engineer Intern,Magang,1,Teknik Industri,6,"Menguasai lean manufacturing, time & motion study, AutoCAD.",Hybrid,"3 hari WFO, 2 hari WFH",3 Bulan,Non-Paid,2023-09-10,Google Form
TR3742,C941,CV Mandiri Utama,"Jl. Monginsidi No. 7, Bandung",E-commerce,Candra Suryadi,081308202297,Customer Success Intern,Magang,1,"Ilmu Komunikasi, Manajemen",5,"Menguasai dasar-dasar customer success intern, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"3 hari WFO, 2 hari WFH",6 Bulan,Uang transport saja,2023-12-15,Google Form
TR3743,C280,CV Perkasa Mandiri,"Jl. Gatot Subroto No. 95, Surakarta",Kesehatan & Farmasi,Sinta Sulistyo,081286416862,IT Staff,Magang,1,"Teknik Elektro, Informatika",5,"Menguasai dasar-dasar it staff, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, shift pagi/siang",4 Bulan,Rp 500.000/bulan,2023-08-18,Google Form
TR3744,C802,PT Global Abadi,"Jl. Jend. Sudirman No. 17, Surakarta",Otomotif,Kartika Oktaviani,081581793406,Mechanical Engineer Intern,Magang,1,Teknik Mesin,6,"Menguasai AutoCAD/SolidWorks, material science dasar, manufaktur.",WFH,"Full remote, standup meeting harian via Zoom",Tidak Terbatas,Uang transport saja,2023-11-06,Google Form
TR3745,C872,CV Inovasi Pratama,"Jl. Hasanuddin No. 42, Yogyakarta",Energi & Pertambangan,Surya Hakim,085821650587,Environmental Analyst,Magang,3,"Agroteknologi, Teknik Sipil",6,"Menguasai dasar-dasar environmental analyst, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"WFO Senin-Rabu, WFH Kamis-Jumat",3 Bulan,Uang transport saja,2023-10-16,Google Form
TR3746,C323,PT Inti Cerdas,"Jl. Jend. Sudirman No. 197, Surakarta",Keuangan & Perbankan,Tika Hartono,085683667428,Financial Analyst,Part-time,2,"Ekonomi Pembangunan, Akuntansi",5,"Menguasai Excel advanced, financial modeling, analisis laporan keuangan.",WFO,"Full WFO, shift pagi/siang",3 Bulan,Rp 2.500.000/bulan,2023-12-20,Google Form
TR3747,C1101,PT Bangkit Logistik,"Jl. Yos Sudarso No. 31, Surakarta",Konsultan Manajemen,Candra Adriansyah,085722736273,HR Intern,Part-time,4,"Psikologi, Manajemen",5,"Memahami dasar HRM, recruitment process, administrasi kepegawaian.",Hybrid,"3 hari WFO, 2 hari WFH",4 Bulan,Rp 2.000.000/bulan,2023-09-04,Input Manual
TR3748,C224,PT Bangkit Teknologi,"Jl. Ronggowarsito No. 1, Jakarta",Pendidikan & EdTech,Surya Santoso,082236138612,Teaching Assistant,Magang,2,Pendidikan Teknik Informatika,7,"Menguasai dasar-dasar teaching assistant, komunikasi baik, mampu bekerja dalam tim.",WFH,WFH dengan weekly meeting online,3 Bulan,Uang transport saja,2023-11-18,Google Form
TR3749,C846,CV Solusi Media,"Jl. Merdeka No. 114, Jakarta",Energi & Pertambangan,Luthfi Sari,087834828867,Geologist Intern,Magang,3,Teknik Sipil,6,"Menguasai dasar-dasar geologist intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, shift pagi/siang",6 Bulan,Non-Paid,2023-12-26,Google Form
TR3750,C1080,CV Sejahtera Media,"Jl. Mangga Dua No. 130, Yogyakarta",Energi & Pertambangan,Lina Kusuma,081514838405,Environmental Analyst,Magang,2,"Agroteknologi, Teknik Sipil",4,"Menguasai dasar-dasar environmental analyst, komunikasi baik, mampu bekerja dalam tim.",WFH,"Full remote, standup meeting harian via Zoom",6 Bulan,Non-Paid,2023-09-23,Input Manual
TR3751,C050,PT Andalas Pratama,"Jl. MT Haryono No. 152, Jakarta",Travel & Hospitality,Candra Nugroho,085835000240,Business Development Intern,Full-time,4,"Manajemen, Ekonomi Pembangunan",7,"Menguasai dasar-dasar business development intern, komunikasi baik, mampu bekerja dalam tim.",WFH,"Full WFH, jam kerja fleksibel",6 Bulan,Rp 3.000.000/bulan,2023-08-06,Google Form
TR3752,C1452,PT Sentosa Gemilang,"Jl. Veteran No. 5, Semarang",Telekomunikasi,Olivia Nugraha,082171094016,Software Developer,Magang,2,"Informatika, Sistem Informasi",7,"Menguasai dasar-dasar software developer, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"3 hari WFO, 2 hari WFH",4 Bulan,Rp 750.000/bulan,2023-10-05,Google Form
TR3753,C524,PT Inti Makmur,"Jl. MT Haryono No. 143, Jakarta",Manufaktur,Prita Budiman,085899698657,Industrial Engineer Intern,Magang,1,Teknik Industri,4,"Menguasai lean manufacturing, time & motion study, AutoCAD.",Hybrid,"WFO Senin-Rabu, WFH Kamis-Jumat",4 Bulan,Rp 2.500.000/bulan,2023-09-25,WhatsApp
TR3754,C1166,CV Nusa Digital,"Jl. Veteran No. 183, Semarang",Konsultan Manajemen,Oscar Ardiansyah,081528442347,Data Analyst,Magang,2,"Manajemen, Sistem Informasi",6,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",WFH,WFH dengan weekly meeting online,6 Bulan,Rp 1.000.000/bulan,2023-08-29,Input Manual
TR3755,C629,PT Esa Kreatif,"Jl. Merdeka No. 182, Jakarta",Telekomunikasi,Prasetyo Permana,081247604409,IT Support,Magang,1,"Sistem Informasi, Teknik Elektro",5,"Menguasai troubleshooting hardware/software, networking dasar, Microsoft Office.",Hybrid,"WFO Senin-Rabu, WFH Kamis-Jumat",3 Bulan,Uang transport saja,2023-09-10,Google Form
TR3756,C826,PT Karya Makmur,"Jl. Adi Sucipto No. 161, Bandung",Telekomunikasi,Lestari Wijaya,082251969223,IT Support,Magang,4,"Teknik Elektro, Informatika",6,"Menguasai troubleshooting hardware/software, networking dasar, Microsoft Office.",WFH,"Full WFH, jam kerja fleksibel",6 Bulan,Uang transport saja,2023-09-10,Email
TR3757,C709,CV Inovasi Informatika,"Jl. Slamet Riyadi No. 32, Jakarta",Properti & Konstruksi,Citra Gunawan,085629480381,IT Support,Magang,1,"Informatika, Pendidikan Teknik Informatika",6,"Menguasai troubleshooting hardware/software, networking dasar, Microsoft Office.",WFO,"Full WFO, shift pagi/siang",3 Bulan,Rp 500.000/bulan,2023-11-12,Email
TR3758,C510,CV Digital Teknologi,"Jl. Diponegoro No. 190, Surakarta",Telekomunikasi,Dwi Kusuma,082121381797,Data Analyst,Magang,2,"Manajemen, Informatika",6,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",Hybrid,WFO minimal 2 hari per minggu,4 Bulan,Rp 2.500.000/bulan,2023-10-07,Input Manual
TR3759,C924,PT Inti Utama,"Jl. Yos Sudarso No. 158, Surakarta",Keuangan & Perbankan,Candra Ningsih,083817635183,Accounting Staff,Magang,5,"Akuntansi, Manajemen",5,"Menguasai akuntansi dasar, software akuntansi (MYOB/Accurate), Excel.",WFO,"Full WFO, shift pagi/siang",4 Bulan,Uang transport saja,2024-01-20,Google Form
TR3760,C063,PT Solusi Indonesia,"Jl. Pandanaran No. 185, Bandung",Manufaktur,Farhan Gunawan,083811775891,IT Support,Full-time,1,"Informatika, Teknik Elektro",5,"Menguasai troubleshooting hardware/software, networking dasar, Microsoft Office.",Hybrid,"Hybrid fleksibel, minimal 3 hari WFO per minggu",4 Bulan,Rp 4.500.000/bulan,2023-12-14,Google Form
TR3761,C115,CV Techno Informatika,"Jl. Adi Sucipto No. 63, Surakarta",FMCG,Nanda Pangestu,082125871397,Data Analyst,Magang,4,"Sistem Informasi, Manajemen",7,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",WFO,"Full WFO, shift pagi/siang",3 Bulan,Non-Paid,2024-01-26,Input Manual
TR3762,C1012,CV Bina Inovasi,"Jl. Ir. Sutami No. 107, Yogyakarta",Pendidikan & EdTech,Galih Ramadhani,081310187803,Research Intern,Part-time,5,"Ekonomi Pembangunan, Statistika",7,"Menguasai dasar-dasar research intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",3 Bulan,Rp 2.000.000/bulan,2023-08-10,Email
